id,power_mod_id,car_id,engine_id,hp_gain,torque_nm_gain,notes
1136,1,228,228,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1137,3,228,228,8,12,"Catback exhaust for 184hp car = +8 hp"
1138,5,228,228,5,8,"Cold air intake for 184hp car = +5 hp"
1139,7,228,228,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1140,12,228,228,0,0,"LSD differential for 184hp car = +0 hp"
1141,1,229,229,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1142,3,229,229,8,12,"Catback exhaust for 184hp car = +8 hp"
1143,5,229,229,5,8,"Cold air intake for 184hp car = +5 hp"
1144,7,229,229,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1145,12,229,229,0,0,"LSD differential for 184hp car = +0 hp"
1146,1,230,230,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1147,3,230,230,8,12,"Catback exhaust for 184hp car = +8 hp"
1148,5,230,230,5,8,"Cold air intake for 184hp car = +5 hp"
1149,7,230,230,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1150,12,230,230,0,0,"LSD differential for 184hp car = +0 hp"
1151,1,231,231,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1152,3,231,231,8,12,"Catback exhaust for 184hp car = +8 hp"
1153,5,231,231,5,8,"Cold air intake for 184hp car = +5 hp"
1154,7,231,231,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1155,12,231,231,0,0,"LSD differential for 184hp car = +0 hp"
1156,1,232,232,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1157,3,232,232,8,12,"Catback exhaust for 184hp car = +8 hp"
1158,5,232,232,5,8,"Cold air intake for 184hp car = +5 hp"
1159,7,232,232,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1160,12,232,232,0,0,"LSD differential for 184hp car = +0 hp"
1161,1,233,233,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1162,3,233,233,8,12,"Catback exhaust for 184hp car = +8 hp"
1163,5,233,233,5,8,"Cold air intake for 184hp car = +5 hp"
1164,7,233,233,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1165,12,233,233,0,0,"LSD differential for 184hp car = +0 hp"
1166,1,234,234,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1167,3,234,234,8,12,"Catback exhaust for 184hp car = +8 hp"
1168,5,234,234,5,8,"Cold air intake for 184hp car = +5 hp"
1169,7,234,234,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1170,12,234,234,0,0,"LSD differential for 184hp car = +0 hp"
1171,1,235,235,20,35,"Stage 1 ECU for 184hp car = +20 hp"
1172,3,235,235,8,12,"Catback exhaust for 184hp car = +8 hp"
1173,5,235,235,5,8,"Cold air intake for 184hp car = +5 hp"
1174,7,235,235,8,12,"Intercooler upgrade for 184hp car = +8 hp"
1175,12,235,235,0,0,"LSD differential for 184hp car = +0 hp"
1176,1,236,236,20,35,"Stage 1 ECU for 204hp car = +20 hp"
1177,3,236,236,8,12,"Catback exhaust for 204hp car = +8 hp"
1178,5,236,236,5,8,"Cold air intake for 204hp car = +5 hp"
1179,7,236,236,8,12,"Intercooler upgrade for 204hp car = +8 hp"
1180,12,236,236,0,0,"LSD differential for 204hp car = +0 hp"
1181,1,237,237,20,35,"Stage 1 ECU for 204hp car = +20 hp"
1182,3,237,237,8,12,"Catback exhaust for 204hp car = +8 hp"
1183,5,237,237,5,8,"Cold air intake for 204hp car = +5 hp"
1184,7,237,237,8,12,"Intercooler upgrade for 204hp car = +8 hp"
1185,12,237,237,0,0,"LSD differential for 204hp car = +0 hp"
1186,1,238,238,20,35,"Stage 1 ECU for 204hp car = +20 hp"
1187,3,238,238,8,12,"Catback exhaust for 204hp car = +8 hp"
1188,5,238,238,5,8,"Cold air intake for 204hp car = +5 hp"
1189,7,238,238,8,12,"Intercooler upgrade for 204hp car = +8 hp"
1190,12,238,238,0,0,"LSD differential for 204hp car = +0 hp"
1191,1,239,239,20,35,"Stage 1 ECU for 204hp car = +20 hp"
1192,3,239,239,8,12,"Catback exhaust for 204hp car = +8 hp"
1193,5,239,239,5,8,"Cold air intake for 204hp car = +5 hp"
1194,7,239,239,8,12,"Intercooler upgrade for 204hp car = +8 hp"
1195,12,239,239,0,0,"LSD differential for 204hp car = +0 hp"
1196,1,240,240,20,35,"Stage 1 ECU for 204hp car = +20 hp"
1197,3,240,240,8,12,"Catback exhaust for 204hp car = +8 hp"
1198,5,240,240,5,8,"Cold air intake for 204hp car = +5 hp"
1199,7,240,240,8,12,"Intercooler upgrade for 204hp car = +8 hp"
1200,12,240,240,0,0,"LSD differential for 204hp car = +0 hp"
1201,1,241,241,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1202,3,241,241,10,15,"Catback exhaust for 258hp car = +10 hp"
1203,5,241,241,6,10,"Cold air intake for 258hp car = +6 hp"
1204,7,241,241,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1205,12,241,241,0,0,"LSD differential for 258hp car = +0 hp"
1206,1,242,242,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1207,3,242,242,10,15,"Catback exhaust for 258hp car = +10 hp"
1208,5,242,242,6,10,"Cold air intake for 258hp car = +6 hp"
1209,7,242,242,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1210,12,242,242,0,0,"LSD differential for 258hp car = +0 hp"
1211,1,243,243,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1212,3,243,243,10,15,"Catback exhaust for 258hp car = +10 hp"
1213,5,243,243,6,10,"Cold air intake for 258hp car = +6 hp"
1214,7,243,243,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1215,12,243,243,0,0,"LSD differential for 258hp car = +0 hp"
1216,1,244,244,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1217,3,244,244,10,15,"Catback exhaust for 258hp car = +10 hp"
1218,5,244,244,6,10,"Cold air intake for 258hp car = +6 hp"
1219,7,244,244,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1220,12,244,244,0,0,"LSD differential for 258hp car = +0 hp"
1221,1,245,245,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1222,3,245,245,10,15,"Catback exhaust for 258hp car = +10 hp"
1223,5,245,245,6,10,"Cold air intake for 258hp car = +6 hp"
1224,7,245,245,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1225,12,245,245,0,0,"LSD differential for 258hp car = +0 hp"
1226,1,246,246,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1227,3,246,246,10,15,"Catback exhaust for 258hp car = +10 hp"
1228,5,246,246,6,10,"Cold air intake for 258hp car = +6 hp"
1229,7,246,246,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1230,12,246,246,0,0,"LSD differential for 258hp car = +0 hp"
1231,1,247,247,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1232,3,247,247,10,15,"Catback exhaust for 258hp car = +10 hp"
1233,5,247,247,6,10,"Cold air intake for 258hp car = +6 hp"
1234,7,247,247,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1235,12,247,247,0,0,"LSD differential for 258hp car = +0 hp"
1236,1,248,248,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1237,3,248,248,10,15,"Catback exhaust for 258hp car = +10 hp"
1238,5,248,248,6,10,"Cold air intake for 258hp car = +6 hp"
1239,7,248,248,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1240,12,248,248,0,0,"LSD differential for 258hp car = +0 hp"
1241,1,249,249,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1242,3,249,249,10,15,"Catback exhaust for 258hp car = +10 hp"
1243,5,249,249,6,10,"Cold air intake for 258hp car = +6 hp"
1244,7,249,249,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1245,12,249,249,0,0,"LSD differential for 258hp car = +0 hp"
1246,1,250,250,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1247,3,250,250,10,15,"Catback exhaust for 258hp car = +10 hp"
1248,5,250,250,6,10,"Cold air intake for 258hp car = +6 hp"
1249,7,250,250,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1250,12,250,250,0,0,"LSD differential for 258hp car = +0 hp"
1251,1,251,251,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1252,3,251,251,10,15,"Catback exhaust for 258hp car = +10 hp"
1253,5,251,251,6,10,"Cold air intake for 258hp car = +6 hp"
1254,7,251,251,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1255,12,251,251,0,0,"LSD differential for 258hp car = +0 hp"
1256,1,252,252,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1257,3,252,252,10,15,"Catback exhaust for 258hp car = +10 hp"
1258,5,252,252,6,10,"Cold air intake for 258hp car = +6 hp"
1259,7,252,252,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1260,12,252,252,0,0,"LSD differential for 258hp car = +0 hp"
1261,1,253,253,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1262,3,253,253,10,15,"Catback exhaust for 258hp car = +10 hp"
1263,5,253,253,6,10,"Cold air intake for 258hp car = +6 hp"
1264,7,253,253,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1265,12,253,253,0,0,"LSD differential for 258hp car = +0 hp"
1266,1,254,254,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1267,3,254,254,10,15,"Catback exhaust for 258hp car = +10 hp"
1268,5,254,254,6,10,"Cold air intake for 258hp car = +6 hp"
1269,7,254,254,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1270,12,254,254,0,0,"LSD differential for 258hp car = +0 hp"
1271,1,255,255,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1272,3,255,255,10,15,"Catback exhaust for 258hp car = +10 hp"
1273,5,255,255,6,10,"Cold air intake for 258hp car = +6 hp"
1274,7,255,255,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1275,12,255,255,0,0,"LSD differential for 258hp car = +0 hp"
1276,1,256,256,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1277,3,256,256,10,15,"Catback exhaust for 258hp car = +10 hp"
1278,5,256,256,6,10,"Cold air intake for 258hp car = +6 hp"
1279,7,256,256,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1280,12,256,256,0,0,"LSD differential for 258hp car = +0 hp"
1281,1,257,257,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1282,3,257,257,10,15,"Catback exhaust for 258hp car = +10 hp"
1283,5,257,257,6,10,"Cold air intake for 258hp car = +6 hp"
1284,7,257,257,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1285,12,257,257,0,0,"LSD differential for 258hp car = +0 hp"
1286,1,258,258,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1287,3,258,258,10,15,"Catback exhaust for 258hp car = +10 hp"
1288,5,258,258,6,10,"Cold air intake for 258hp car = +6 hp"
1289,7,258,258,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1290,12,258,258,0,0,"LSD differential for 258hp car = +0 hp"
1291,1,259,259,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1292,3,259,259,10,15,"Catback exhaust for 258hp car = +10 hp"
1293,5,259,259,6,10,"Cold air intake for 258hp car = +6 hp"
1294,7,259,259,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1295,12,259,259,0,0,"LSD differential for 258hp car = +0 hp"
1296,1,260,260,25,40,"Stage 1 ECU for 258hp car = +25 hp"
1297,3,260,260,10,15,"Catback exhaust for 258hp car = +10 hp"
1298,5,260,260,6,10,"Cold air intake for 258hp car = +6 hp"
1299,7,260,260,10,15,"Intercooler upgrade for 258hp car = +10 hp"
1300,12,260,260,0,0,"LSD differential for 258hp car = +0 hp"
1301,1,261,261,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1302,3,261,261,12,18,"Catback exhaust for 292hp car = +12 hp"
1303,5,261,261,7,12,"Cold air intake for 292hp car = +7 hp"
1304,7,261,261,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1305,12,261,261,0,0,"LSD differential for 292hp car = +0 hp"
1306,1,262,262,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1307,3,262,262,12,18,"Catback exhaust for 292hp car = +12 hp"
1308,5,262,262,7,12,"Cold air intake for 292hp car = +7 hp"
1309,7,262,262,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1310,12,262,262,0,0,"LSD differential for 292hp car = +0 hp"
1311,1,263,263,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1312,3,263,263,12,18,"Catback exhaust for 292hp car = +12 hp"
1313,5,263,263,7,12,"Cold air intake for 292hp car = +7 hp"
1314,7,263,263,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1315,12,263,263,0,0,"LSD differential for 292hp car = +0 hp"
1316,1,264,264,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1317,3,264,264,12,18,"Catback exhaust for 292hp car = +12 hp"
1318,5,264,264,7,12,"Cold air intake for 292hp car = +7 hp"
1319,7,264,264,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1320,12,264,264,0,0,"LSD differential for 292hp car = +0 hp"
1321,1,265,265,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1322,3,265,265,12,18,"Catback exhaust for 292hp car = +12 hp"
1323,5,265,265,7,12,"Cold air intake for 292hp car = +7 hp"
1324,7,265,265,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1325,12,265,265,0,0,"LSD differential for 292hp car = +0 hp"
1326,1,266,266,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1327,3,266,266,12,18,"Catback exhaust for 292hp car = +12 hp"
1328,5,266,266,7,12,"Cold air intake for 292hp car = +7 hp"
1329,7,266,266,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1330,12,266,266,0,0,"LSD differential for 292hp car = +0 hp"
1331,1,267,267,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1332,3,267,267,12,18,"Catback exhaust for 292hp car = +12 hp"
1333,5,267,267,7,12,"Cold air intake for 292hp car = +7 hp"
1334,7,267,267,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1335,12,267,267,0,0,"LSD differential for 292hp car = +0 hp"
1336,1,268,268,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1337,3,268,268,12,18,"Catback exhaust for 292hp car = +12 hp"
1338,5,268,268,7,12,"Cold air intake for 292hp car = +7 hp"
1339,7,268,268,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1340,12,268,268,0,0,"LSD differential for 292hp car = +0 hp"
1341,1,269,269,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1342,3,269,269,12,18,"Catback exhaust for 292hp car = +12 hp"
1343,5,269,269,7,12,"Cold air intake for 292hp car = +7 hp"
1344,7,269,269,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1345,12,269,269,0,0,"LSD differential for 292hp car = +0 hp"
1346,1,270,270,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1347,3,270,270,12,18,"Catback exhaust for 292hp car = +12 hp"
1348,5,270,270,7,12,"Cold air intake for 292hp car = +7 hp"
1349,7,270,270,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1350,12,270,270,0,0,"LSD differential for 292hp car = +0 hp"
1351,1,271,271,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1352,3,271,271,12,18,"Catback exhaust for 292hp car = +12 hp"
1353,5,271,271,7,12,"Cold air intake for 292hp car = +7 hp"
1354,7,271,271,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1355,12,271,271,0,0,"LSD differential for 292hp car = +0 hp"
1356,1,272,272,30,50,"Stage 1 ECU for 292hp car = +30 hp"
1357,3,272,272,12,18,"Catback exhaust for 292hp car = +12 hp"
1358,5,272,272,7,12,"Cold air intake for 292hp car = +7 hp"
1359,7,272,272,12,18,"Intercooler upgrade for 292hp car = +12 hp"
1360,12,272,272,0,0,"LSD differential for 292hp car = +0 hp"
1361,1,273,273,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1362,3,273,273,6,10,"Catback exhaust for 150hp car = +6 hp"
1363,5,273,273,4,6,"Cold air intake for 150hp car = +4 hp"
1364,7,273,273,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1365,12,273,273,0,0,"LSD differential for 150hp car = +0 hp"
1366,1,274,274,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1367,3,274,274,6,10,"Catback exhaust for 150hp car = +6 hp"
1368,5,274,274,4,6,"Cold air intake for 150hp car = +4 hp"
1369,7,274,274,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1370,12,274,274,0,0,"LSD differential for 150hp car = +0 hp"
1371,1,275,275,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1372,3,275,275,6,10,"Catback exhaust for 150hp car = +6 hp"
1373,5,275,275,4,6,"Cold air intake for 150hp car = +4 hp"
1374,7,275,275,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1375,12,275,275,0,0,"LSD differential for 150hp car = +0 hp"
1376,1,276,276,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1377,3,276,276,6,10,"Catback exhaust for 150hp car = +6 hp"
1378,5,276,276,4,6,"Cold air intake for 150hp car = +4 hp"
1379,7,276,276,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1380,12,276,276,0,0,"LSD differential for 150hp car = +0 hp"
1381,1,277,277,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1382,3,277,277,6,10,"Catback exhaust for 150hp car = +6 hp"
1383,5,277,277,4,6,"Cold air intake for 150hp car = +4 hp"
1384,7,277,277,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1385,12,277,277,0,0,"LSD differential for 150hp car = +0 hp"
1386,1,278,278,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1387,3,278,278,6,10,"Catback exhaust for 150hp car = +6 hp"
1388,5,278,278,4,6,"Cold air intake for 150hp car = +4 hp"
1389,7,278,278,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1390,12,278,278,0,0,"LSD differential for 150hp car = +0 hp"
1391,1,279,279,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1392,3,279,279,6,10,"Catback exhaust for 150hp car = +6 hp"
1393,5,279,279,4,6,"Cold air intake for 150hp car = +4 hp"
1394,7,279,279,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1395,12,279,279,0,0,"LSD differential for 150hp car = +0 hp"
1396,1,280,280,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1397,3,280,280,6,10,"Catback exhaust for 150hp car = +6 hp"
1398,5,280,280,4,6,"Cold air intake for 150hp car = +4 hp"
1399,7,280,280,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1400,12,280,280,0,0,"LSD differential for 150hp car = +0 hp"
1401,1,281,281,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1402,3,281,281,6,10,"Catback exhaust for 150hp car = +6 hp"
1403,5,281,281,4,6,"Cold air intake for 150hp car = +4 hp"
1404,7,281,281,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1405,12,281,281,0,0,"LSD differential for 150hp car = +0 hp"
1406,1,282,282,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1407,3,282,282,6,10,"Catback exhaust for 150hp car = +6 hp"
1408,5,282,282,4,6,"Cold air intake for 150hp car = +4 hp"
1409,7,282,282,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1410,12,282,282,0,0,"LSD differential for 150hp car = +0 hp"
1411,1,283,283,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1412,3,283,283,6,10,"Catback exhaust for 150hp car = +6 hp"
1413,5,283,283,4,6,"Cold air intake for 150hp car = +4 hp"
1414,7,283,283,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1415,12,283,283,0,0,"LSD differential for 150hp car = +0 hp"
1416,1,284,284,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1417,3,284,284,6,10,"Catback exhaust for 150hp car = +6 hp"
1418,5,284,284,4,6,"Cold air intake for 150hp car = +4 hp"
1419,7,284,284,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1420,12,284,284,0,0,"LSD differential for 150hp car = +0 hp"
1421,1,285,285,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1422,3,285,285,6,10,"Catback exhaust for 150hp car = +6 hp"
1423,5,285,285,4,6,"Cold air intake for 150hp car = +4 hp"
1424,7,285,285,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1425,12,285,285,0,0,"LSD differential for 150hp car = +0 hp"
1426,1,286,286,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1427,3,286,286,6,10,"Catback exhaust for 150hp car = +6 hp"
1428,5,286,286,4,6,"Cold air intake for 150hp car = +4 hp"
1429,7,286,286,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1430,12,286,286,0,0,"LSD differential for 150hp car = +0 hp"
1431,1,287,287,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1432,3,287,287,6,10,"Catback exhaust for 150hp car = +6 hp"
1433,5,287,287,4,6,"Cold air intake for 150hp car = +4 hp"
1434,7,287,287,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1435,12,287,287,0,0,"LSD differential for 150hp car = +0 hp"
1436,1,288,288,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1437,3,288,288,6,10,"Catback exhaust for 150hp car = +6 hp"
1438,5,288,288,4,6,"Cold air intake for 150hp car = +4 hp"
1439,7,288,288,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1440,12,288,288,0,0,"LSD differential for 150hp car = +0 hp"
1441,1,289,289,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1442,3,289,289,6,10,"Catback exhaust for 150hp car = +6 hp"
1443,5,289,289,4,6,"Cold air intake for 150hp car = +4 hp"
1444,7,289,289,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1445,12,289,289,0,0,"LSD differential for 150hp car = +0 hp"
1446,1,290,290,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1447,3,290,290,6,10,"Catback exhaust for 150hp car = +6 hp"
1448,5,290,290,4,6,"Cold air intake for 150hp car = +4 hp"
1449,7,290,290,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1450,12,290,290,0,0,"LSD differential for 150hp car = +0 hp"
1451,1,291,291,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1452,3,291,291,6,10,"Catback exhaust for 150hp car = +6 hp"
1453,5,291,291,4,6,"Cold air intake for 150hp car = +4 hp"
1454,7,291,291,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1455,12,291,291,0,0,"LSD differential for 150hp car = +0 hp"
1456,1,292,292,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1457,3,292,292,6,10,"Catback exhaust for 150hp car = +6 hp"
1458,5,292,292,4,6,"Cold air intake for 150hp car = +4 hp"
1459,7,292,292,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1460,12,292,292,0,0,"LSD differential for 150hp car = +0 hp"
1461,1,293,293,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1462,3,293,293,6,10,"Catback exhaust for 150hp car = +6 hp"
1463,5,293,293,4,6,"Cold air intake for 150hp car = +4 hp"
1464,7,293,293,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1465,12,293,293,0,0,"LSD differential for 150hp car = +0 hp"
1466,1,294,294,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1467,3,294,294,6,10,"Catback exhaust for 150hp car = +6 hp"
1468,5,294,294,4,6,"Cold air intake for 150hp car = +4 hp"
1469,7,294,294,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1470,12,294,294,0,0,"LSD differential for 150hp car = +0 hp"
1471,1,295,295,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1472,3,295,295,6,10,"Catback exhaust for 150hp car = +6 hp"
1473,5,295,295,4,6,"Cold air intake for 150hp car = +4 hp"
1474,7,295,295,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1475,12,295,295,0,0,"LSD differential for 150hp car = +0 hp"
1476,1,296,296,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1477,3,296,296,6,10,"Catback exhaust for 150hp car = +6 hp"
1478,5,296,296,4,6,"Cold air intake for 150hp car = +4 hp"
1479,7,296,296,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1480,12,296,296,0,0,"LSD differential for 150hp car = +0 hp"
1481,1,297,297,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1482,3,297,297,6,10,"Catback exhaust for 150hp car = +6 hp"
1483,5,297,297,4,6,"Cold air intake for 150hp car = +4 hp"
1484,7,297,297,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1485,12,297,297,0,0,"LSD differential for 150hp car = +0 hp"
1486,1,298,298,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1487,3,298,298,6,10,"Catback exhaust for 150hp car = +6 hp"
1488,5,298,298,4,6,"Cold air intake for 150hp car = +4 hp"
1489,7,298,298,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1490,12,298,298,0,0,"LSD differential for 150hp car = +0 hp"
1491,1,299,299,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1492,3,299,299,6,10,"Catback exhaust for 150hp car = +6 hp"
1493,5,299,299,4,6,"Cold air intake for 150hp car = +4 hp"
1494,7,299,299,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1495,12,299,299,0,0,"LSD differential for 150hp car = +0 hp"
1496,1,300,300,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1497,3,300,300,6,10,"Catback exhaust for 150hp car = +6 hp"
1498,5,300,300,4,6,"Cold air intake for 150hp car = +4 hp"
1499,7,300,300,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1500,12,300,300,0,0,"LSD differential for 150hp car = +0 hp"
1501,1,301,301,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1502,3,301,301,6,10,"Catback exhaust for 150hp car = +6 hp"
1503,5,301,301,4,6,"Cold air intake for 150hp car = +4 hp"
1504,7,301,301,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1505,12,301,301,0,0,"LSD differential for 150hp car = +0 hp"
1506,1,302,302,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1507,3,302,302,6,10,"Catback exhaust for 150hp car = +6 hp"
1508,5,302,302,4,6,"Cold air intake for 150hp car = +4 hp"
1509,7,302,302,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1510,12,302,302,0,0,"LSD differential for 150hp car = +0 hp"
1511,1,303,303,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1512,3,303,303,6,10,"Catback exhaust for 150hp car = +6 hp"
1513,5,303,303,4,6,"Cold air intake for 150hp car = +4 hp"
1514,7,303,303,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1515,12,303,303,0,0,"LSD differential for 150hp car = +0 hp"
1516,1,304,304,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1517,3,304,304,6,10,"Catback exhaust for 150hp car = +6 hp"
1518,5,304,304,4,6,"Cold air intake for 150hp car = +4 hp"
1519,7,304,304,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1520,12,304,304,0,0,"LSD differential for 150hp car = +0 hp"
1521,1,305,305,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1522,3,305,305,6,10,"Catback exhaust for 150hp car = +6 hp"
1523,5,305,305,4,6,"Cold air intake for 150hp car = +4 hp"
1524,7,305,305,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1525,12,305,305,0,0,"LSD differential for 150hp car = +0 hp"
1526,1,306,306,15,25,"Stage 1 ECU for 150hp car = +15 hp"
1527,3,306,306,6,10,"Catback exhaust for 150hp car = +6 hp"
1528,5,306,306,4,6,"Cold air intake for 150hp car = +4 hp"
1529,7,306,306,0,0,"Intercooler upgrade for 150hp car = +0 hp"
1530,12,306,306,0,0,"LSD differential for 150hp car = +0 hp"
1531,1,307,307,15,25,"Stage 1 ECU for 150hp car = +15 hp"
