id,car_id,engine_id,power_hp,torque_nm,Accel_0-100,top_speed
734,734,734,163,400,"7,9 ",230
735,735,735,163,400,"7,8 ",225
736,736,736,163,400,"8,0 ",230
737,737,737,163,400,"7,9 ",225
738,738,738,163,400,"7,9 ",225
739,739,739,163,400,"7,9 ",230
740,740,740,163,400,"7,8 ",225
741,741,741,163,400,"8,0 ",230
742,742,742,163,400,"7,9 ",225
743,743,743,163,400,"7,9 ",225
744,744,744,163,400,"7,9 ",230
745,745,745,163,400,"7,8 ",225
746,746,746,163,400,"8,0 ",230
747,747,747,163,400,"7,9 ",225
748,748,748,163,400,"7,9 ",225
749,749,749,163,400,"7,9 ",230
750,750,750,163,400,"7,8 ",225
751,751,751,163,400,"8,0 ",230
752,752,752,163,400,"7,9 ",225
753,753,753,163,400,"7,9 ",230
754,754,754,163,400,"7,8 ",225
755,755,755,163,400,"8,0 ",230
756,756,756,163,400,"7,9 ",225
757,757,757,163,400,"7,9 ",225
758,758,758,190,400,"7,3 ",235
759,759,759,190,400,"7,2 ",230
760,760,760,190,400,"7,4 ",233
761,761,761,190,400,"7,3 ",228
762,762,762,190,400,"7,4 ",235
763,763,763,190,400,"7,3 ",230
764,764,764,190,400,"7,3 ",230
765,765,765,190,400,"7,4 ",228
766,766,766,190,400,"7,4 ",228
767,767,767,190,400,"7,3 ",235
768,768,768,190,400,"7,2 ",230
769,769,769,190,400,"7,4 ",233
770,770,770,190,400,"7,3 ",228
771,771,771,190,400,"7,4 ",235
772,772,772,190,400,"7,3 ",230
773,773,773,190,400,"7,3 ",230
774,774,774,190,400,"7,4 ",228
775,775,775,190,400,"7,4 ",228
776,776,776,190,400,"7,3 ",235
777,777,777,190,400,"7,2 ",230
778,778,778,190,400,"7,4 ",233
779,779,779,190,400,"7,3 ",228
780,780,780,190,400,"7,4 ",235
781,781,781,190,400,"7,3 ",230
782,782,782,190,400,"7,3 ",230
783,783,783,190,400,"7,4 ",228
784,784,784,190,400,"7,4 ",228
785,785,785,190,400,"7,3 ",235
786,786,786,190,400,"7,2 ",230
787,787,787,190,400,"7,4 ",233
788,788,788,190,400,"7,3 ",228
789,789,789,190,400,"7,4 ",235
790,790,790,190,400,"7,3 ",230
791,791,791,190,400,"7,3 ",230
792,792,792,190,400,"7,4 ",228
793,793,793,190,400,"7,4 ",228
794,794,794,190,400,"7,3 ",235
795,795,795,190,400,"7,2 ",230
796,796,796,190,400,"7,4 ",233
797,797,797,190,400,"7,3 ",228
798,798,798,190,400,"7,4 ",235
799,799,799,190,400,"7,3 ",230
800,800,800,190,400,"7,4 ",228
801,801,801,190,400,"7,3 ",235
802,802,802,190,400,"7,2 ",230
803,803,803,190,400,"7,4 ",233
804,804,804,190,400,"7,3 ",228
805,805,805,190,400,"7,4 ",235
806,806,806,190,400,"7,3 ",230
807,807,807,190,400,"7,3 ",230
808,808,808,190,400,"7,4 ",228
809,809,809,190,400,"7,4 ",228
810,810,810,190,400,"7,3 ",235
811,811,811,190,400,"7,2 ",230
812,812,812,190,400,"7,4 ",233
813,813,813,190,400,"7,3 ",228
814,814,814,190,400,"7,4 ",235
815,815,815,190,400,"7,3 ",230
816,816,816,190,400,"7,4 ",228
817,817,817,190,400,"7,3 ",235
818,818,818,190,400,"7,2 ",230
819,819,819,190,400,"7,4 ",233
820,820,820,190,400,"7,3 ",228
821,821,821,190,400,"7,4 ",235
822,822,822,190,400,"7,3 ",230
823,823,823,190,400,"7,3 ",230
824,824,824,190,400,"7,4 ",228
825,825,825,190,400,"7,4 ",228
826,826,826,218,450,"6,8 ",245
827,827,827,218,450,"6,6 ",245
828,828,828,218,450,"6,8 ",245
829,829,829,218,450,"6,6 ",245
830,830,830,218,450,"6,8 ",245
831,831,831,218,450,"6,6 ",245
832,832,832,218,450,"6,8 ",245
833,833,833,218,450,"6,6 ",245
834,834,834,224,450,"6,5 ",245
835,835,835,224,450,"6,1 ",245
836,836,836,224,450,"6,5 ",245
837,837,837,224,450,"6,1 ",245
838,838,838,224,450,"6,5 ",245
839,839,839,224,450,"6,1 ",245
840,840,840,224,450,"6,5 ",245
841,841,841,224,450,"6,1 ",245
842,842,842,224,450,"6,5 ",245
843,843,843,224,450,"6,1 ",245
844,844,844,224,450,"6,5 ",245
845,845,845,224,450,"6,1 ",245
846,846,846,224,450,"6,5 ",245
847,847,847,224,450,"6,1 ",245
848,848,848,258,560,"5,6 ",250
849,849,849,258,560,"5,3 ",250
850,850,850,258,560,"5,6 ",250
851,851,851,258,560,"5,3 ",250
852,852,852,258,560,"5,6 ",250
853,853,853,258,560,"5,3 ",250
854,854,854,258,560,"5,6 ",250
855,855,855,258,560,"5,3 ",250
856,856,856,258,560,"5,6 ",250
857,857,857,258,560,"5,3 ",250
858,858,858,258,560,"5,6 ",250
859,859,859,258,560,"5,3 ",250
860,860,860,258,560,"5,6 ",250
861,861,861,258,560,"5,3 ",250
862,862,862,258,560,"5,6 ",250
863,863,863,258,560,"5,3 ",250
864,864,864,258,560,"5,6 ",250
865,865,865,258,560,"5,3 ",250
866,866,866,258,560,"5,6 ",250
867,867,867,258,560,"5,3 ",250
868,868,868,258,560,"5,6 ",250
869,869,869,258,560,"5,3 ",250
870,870,870,258,560,"5,6 ",250
871,871,871,258,560,"5,3 ",250
872,872,872,258,560,"5,6 ",250
873,873,873,258,560,"5,3 ",250
874,874,874,258,560,"5,6 ",250
875,875,875,258,560,"5,3 ",250
876,876,876,313,630,"4,8 ",250
877,877,877,313,630,"4,8 ",250
878,878,878,313,630,"4,8 ",250
879,879,879,313,630,"4,8 ",250
880,880,880,313,630,"4,8 ",250
881,881,881,313,630,"4,8 ",250
882,882,882,313,630,"4,8 ",250
883,883,883,313,630,"4,8 ",250
884,884,884,313,630,"4,8 ",250
885,885,885,313,630,"4,8 ",250
886,886,886,313,630,"4,8 ",250
887,887,887,313,630,"4,8 ",250
888,888,888,313,630,"4,8 ",250
889,889,889,431,550,"4,3 ",250
890,890,890,431,550,"4,1 ",250
891,891,891,431,550,"4,3 ",250
892,892,892,431,550,"4,1 ",250
893,893,893,450,550,"4,2 ",250
894,894,894,450,550,"4,0 ",250
895,895,895,450,550,"4,2 ",250
896,896,896,450,550,"4,0 ",250
897,897,897,450,550,"4,2 ",250
898,898,898,450,550,"4,0 ",250
899,899,899,460,600,"3,9 ",280
900,900,900,136,220,"9,2 ",210
901,901,901,136,220,"9,2 ",210
902,902,902,136,220,"9,3 ",210
903,903,903,136,220,"9,3 ",210
904,904,904,136,220,"9,2 ",210
905,905,905,136,220,"9,2 ",210
906,906,906,136,220,"9,3 ",210
907,907,907,136,220,"9,3 ",210
908,908,908,136,220,"9,2 ",210
909,909,909,136,220,"9,2 ",210
910,910,910,136,220,"9,3 ",210
911,911,911,136,220,"9,3 ",210
912,912,912,136,220,"9,2 ",210
913,913,913,136,220,"9,2 ",210
914,914,914,136,220,"9,3 ",210
915,915,915,136,220,"9,3 ",210
916,916,916,136,220,"9,2 ",210
917,917,917,136,220,"9,3 ",210
918,918,918,136,220,"9,2 ",210
919,919,919,136,220,"9,2 ",210
920,920,920,136,220,"9,3 ",210
921,921,921,136,220,"9,3 ",210
922,922,922,136,220,"9,2 ",210
923,923,923,136,220,"9,3 ",210
924,924,924,136,220,"9,2 ",210
925,925,925,136,220,"9,2 ",210
926,926,926,136,220,"9,3 ",210
927,927,927,136,220,"9,3 ",210
928,928,928,184,290,"7,5 ",230
929,929,929,184,290,"7,5 ",230
930,930,930,184,270,"7,5 ",228
931,931,931,184,270,"7,5 ",228
932,932,932,184,270,"7,7 ",225
933,933,933,184,270,"7,9 ",223
934,934,934,184,270,"7,9 ",223
935,935,935,184,290,"7,5 ",230
936,936,936,184,290,"7,5 ",230
937,937,937,184,270,"7,5 ",228
938,938,938,184,270,"7,5 ",228
939,939,939,184,270,"7,7 ",225
940,940,940,184,270,"7,9 ",223
941,941,941,184,270,"7,9 ",223
942,942,942,184,290,"7,5 ",230
943,943,943,184,290,"7,5 ",230
944,944,944,184,270,"7,5 ",228
945,945,945,184,270,"7,5 ",228
946,946,946,184,270,"7,7 ",225
947,947,947,184,270,"7,9 ",223
948,948,948,184,270,"7,9 ",223
949,949,949,184,290,"7,5 ",230
950,950,950,184,290,"7,5 ",230
951,951,951,184,270,"7,5 ",228
952,952,952,184,270,"7,5 ",228
953,953,953,184,270,"7,7 ",225
954,954,954,184,270,"7,9 ",223
955,955,955,184,270,"7,9 ",223
956,956,956,184,290,"7,5 ",230
957,957,957,184,270,"7,5 ",228
958,958,958,184,270,"7,7 ",225
959,959,959,184,270,"7,9 ",223
960,960,960,184,290,"7,5 ",230
961,961,961,184,290,"7,5 ",230
962,962,962,184,270,"7,5 ",228
963,963,963,184,270,"7,5 ",228
964,964,964,184,270,"7,7 ",225
965,965,965,184,270,"7,9 ",223
966,966,966,184,270,"7,9 ",223
967,967,967,184,290,"7,5 ",230
968,968,968,184,270,"7,5 ",228
969,969,969,184,270,"7,7 ",225
970,970,970,184,270,"7,9 ",223
971,971,971,184,290,"7,5 ",230
972,972,972,184,290,"7,5 ",230
973,973,973,184,270,"7,5 ",228
974,974,974,184,270,"7,5 ",228
975,975,975,184,270,"7,7 ",225
976,976,976,184,270,"7,9 ",223
977,977,977,184,270,"7,9 ",223
978,978,978,252,350,"6,0 ",250
979,979,979,252,350,"5,9 ",250
980,980,980,252,350,"5,9 ",250
981,981,981,252,350,"6,0 ",250
982,982,982,252,350,"6,0 ",250
983,983,983,252,350,"6,0 ",250
984,984,984,252,350,"5,9 ",250
985,985,985,252,350,"5,9 ",250
986,986,986,252,350,"6,0 ",250
987,987,987,252,350,"6,0 ",250
988,988,988,252,350,"6,0 ",250
989,989,989,252,350,"5,9 ",250
990,990,990,252,350,"5,9 ",250
991,991,991,252,350,"6,0 ",250
992,992,992,252,350,"6,0 ",250
993,993,993,252,350,"6,0 ",250
994,994,994,252,350,"5,9 ",250
995,995,995,252,350,"6,0 ",250
996,996,996,252,350,"6,0 ",250
997,997,997,252,350,"5,9 ",250
998,998,998,252,350,"5,9 ",250
999,999,999,252,350,"6,0 ",250
1000,1000,1000,252,350,"6,0 ",250
1001,1001,1001,252,350,"6,0 ",250
1002,1002,1002,252,350,"5,9 ",250
1003,1003,1003,252,350,"6,0 ",250
1004,1004,1004,252,350,"6,0 ",250
1005,1005,1005,252,350,"5,9 ",250
1006,1006,1006,252,350,"5,9 ",250
1007,1007,1007,252,350,"6,0 ",250
1008,1008,1008,252,350,"6,0 ",250
1009,1009,1009,326,450,"5,1 ",250
1010,1010,1010,326,450,"5,0 ",250
1011,1011,1011,326,450,"5,1 ",250
1012,1012,1012,326,450,"5,1 ",250
1013,1013,1013,326,450,"5,0 ",250
1014,1014,1014,326,450,"5,0 ",250
1015,1015,1015,326,450,"5,1 ",250
1016,1016,1016,326,450,"5,1 ",250
1017,1017,1017,326,450,"5,0 ",250
1018,1018,1018,326,450,"5,0 ",250
1019,1019,1019,326,450,"5,1 ",250
1020,1020,1020,326,450,"5,0 ",250
1021,1021,1021,326,450,"5,1 ",250
1022,1022,1022,326,450,"5,1 ",250
1023,1023,1023,326,450,"5,0 ",250
1024,1024,1024,326,450,"5,0 ",250
1025,1025,1025,326,450,"5,1 ",250
1026,1026,1026,326,450,"5,0 ",250
1027,1027,1027,326,450,"5,1 ",250
1028,1028,1028,326,450,"5,1 ",250
1029,1029,1029,326,450,"5,0 ",250
1030,1030,1030,326,450,"5,0 ",250
1031,1031,1031,116,270,"11,2 ",200
1032,1032,1032,116,270,"11,1 ",198
1033,1033,1033,116,270,"11,4 ",200
1034,1034,1034,116,270,"11,3 ",198
1035,1035,1035,116,270,"11,3 ",198
1036,1036,1036,116,270,"11,2 ",200
1037,1037,1037,116,270,"11,1 ",198
1038,1038,1038,116,270,"11,4 ",200
1039,1039,1039,116,270,"11,3 ",198
1040,1040,1040,116,270,"11,3 ",198
1041,1041,1041,116,270,"11,2 ",200
1042,1042,1042,116,270,"11,1 ",198
1043,1043,1043,116,270,"11,4 ",200
1044,1044,1044,116,270,"11,3 ",198
1045,1045,1045,116,270,"11,3 ",198
1046,1046,1046,116,270,"11,2 ",200
1047,1047,1047,116,270,"11,1 ",198
1048,1048,1048,116,270,"11,4 ",200
1049,1049,1049,116,270,"11,3 ",198
1050,1050,1050,116,270,"11,3 ",198
1051,1051,1051,116,270,"11,2 ",200
1052,1052,1052,116,270,"11,1 ",198
1053,1053,1053,116,270,"11,4 ",200
1054,1054,1054,116,270,"11,3 ",198
1055,1055,1055,116,270,"11,2 ",200
1056,1056,1056,116,270,"11,1 ",198
1057,1057,1057,116,270,"11,4 ",200
1058,1058,1058,116,270,"11,3 ",198
1059,1059,1059,116,270,"11,3 ",198
1060,1060,1060,116,270,"11,2 ",200
1061,1061,1061,116,270,"11,1 ",198
1062,1062,1062,116,270,"11,4 ",200
1063,1063,1063,116,270,"11,3 ",198
1064,1064,1064,116,270,"11,2 ",200
1065,1065,1065,116,270,"11,1 ",198
1066,1066,1066,116,270,"11,4 ",200
1067,1067,1067,116,270,"11,3 ",198
1068,1068,1068,116,270,"11,3 ",198
1069,1069,1069,150,320,"8,9 ",210
1070,1070,1070,150,320,"8,8 ",210
1071,1071,1071,150,320,"9,0 ",210
1072,1072,1072,150,320,"8,9 ",210
1073,1073,1073,150,320,"8,9 ",210
1074,1074,1074,150,320,"9,2 ",206
1075,1075,1075,150,320,"8,9 ",210
1076,1076,1076,150,320,"8,8 ",210
1077,1077,1077,150,320,"9,0 ",210
1078,1078,1078,150,320,"8,9 ",210
1079,1079,1079,150,320,"8,9 ",210
1080,1080,1080,150,320,"9,2 ",206
1081,1081,1081,150,320,"8,9 ",210
1082,1082,1082,150,320,"8,8 ",210
1083,1083,1083,150,320,"9,0 ",210
1084,1084,1084,150,320,"8,9 ",210
1085,1085,1085,150,320,"8,9 ",210
1086,1086,1086,150,320,"9,2 ",206
1087,1087,1087,150,320,"8,9 ",210
1088,1088,1088,150,320,"8,8 ",210
1089,1089,1089,150,320,"9,0 ",210
1090,1090,1090,150,320,"8,9 ",210
1091,1091,1091,150,320,"8,9 ",210
1092,1092,1092,150,320,"9,2 ",206
1093,1093,1093,150,320,"8,9 ",210
1094,1094,1094,150,320,"8,8 ",210
1095,1095,1095,150,320,"9,0 ",210
1096,1096,1096,150,320,"8,9 ",210
1097,1097,1097,150,320,"9,2 ",206
1098,1098,1098,150,320,"8,9 ",210
1099,1099,1099,150,320,"8,8 ",210
1100,1100,1100,150,320,"9,0 ",210
1101,1101,1101,150,320,"8,9 ",210
1102,1102,1102,150,320,"8,9 ",210
1103,1103,1103,150,320,"9,2 ",206
1104,1104,1104,150,320,"8,9 ",210
1105,1105,1105,150,320,"8,8 ",210
1106,1106,1106,150,320,"9,0 ",210
1107,1107,1107,150,320,"8,9 ",210
1108,1108,1108,150,320,"9,2 ",206
1109,1109,1109,150,320,"8,9 ",210
1110,1110,1110,150,320,"8,8 ",210
1111,1111,1111,150,320,"9,0 ",210
1112,1112,1112,150,320,"8,9 ",210
1113,1113,1113,150,320,"8,9 ",210
1114,1114,1114,150,320,"9,2 ",206
1115,1115,1115,163,400,"8,2 ",222
1116,1116,1116,163,400,"8,1 ",222
1117,1117,1117,163,400,"8,3 ",222
1118,1118,1118,163,400,"8,2 ",222
1119,1119,1119,163,400,"8,2 ",222
1120,1120,1120,163,400,"8,2 ",222
1121,1121,1121,163,400,"8,1 ",222
1122,1122,1122,163,400,"8,3 ",222
1123,1123,1123,163,400,"8,2 ",222
1124,1124,1124,163,400,"8,2 ",222
1125,1125,1125,163,400,"8,2 ",222
1126,1126,1126,163,400,"8,1 ",222
1127,1127,1127,163,400,"8,3 ",222
1128,1128,1128,163,400,"8,2 ",222
1129,1129,1129,163,400,"8,2 ",222
1130,1130,1130,163,400,"8,2 ",222
1131,1131,1131,163,400,"8,1 ",222
1132,1132,1132,163,400,"8,3 ",222
1133,1133,1133,163,400,"8,2 ",222
1134,1134,1134,163,400,"8,2 ",222
1135,1135,1135,163,400,"8,2 ",222
1136,1136,1136,163,400,"8,1 ",222
1137,1137,1137,163,400,"8,3 ",222
1138,1138,1138,163,400,"8,2 ",222
1139,1139,1139,163,400,"8,2 ",222
1140,1140,1140,163,400,"8,1 ",222
1141,1141,1141,163,400,"8,3 ",222
1142,1142,1142,163,400,"8,2 ",222
1143,1143,1143,163,400,"8,2 ",222
1144,1144,1144,190,400,"7,6 ",230
1145,1145,1145,190,400,"7,4 ",226
1146,1146,1146,190,400,"7,6 ",228
1147,1147,1147,190,400,"7,6 ",222
1148,1148,1148,190,400,"7,7 ",230
1149,1149,1149,190,400,"7,5 ",226
1150,1150,1150,190,400,"7,5 ",226
1151,1151,1151,190,400,"7,7 ",222
1152,1152,1152,190,400,"7,7 ",222
1153,1153,1153,190,400,"7,6 ",230
1154,1154,1154,190,400,"7,4 ",226
1155,1155,1155,190,400,"7,6 ",228
1156,1156,1156,190,400,"7,6 ",222
1157,1157,1157,190,400,"7,7 ",230
1158,1158,1158,190,400,"7,5 ",226
1159,1159,1159,190,400,"7,5 ",226
1160,1160,1160,190,400,"7,7 ",222
1161,1161,1161,190,400,"7,7 ",222
1162,1162,1162,190,400,"7,6 ",230
1163,1163,1163,190,400,"7,4 ",226
1164,1164,1164,190,400,"7,6 ",228
1165,1165,1165,190,400,"7,6 ",222
1166,1166,1166,190,400,"7,7 ",230
1167,1167,1167,190,400,"7,5 ",226
1168,1168,1168,190,400,"7,5 ",226
1169,1169,1169,190,400,"7,7 ",222
1170,1170,1170,190,400,"7,7 ",222
1171,1171,1171,190,400,"7,6 ",230
1172,1172,1172,190,400,"7,4 ",226
1173,1173,1173,190,400,"7,6 ",228
1174,1174,1174,190,400,"7,6 ",222
1175,1175,1175,190,400,"7,7 ",230
1176,1176,1176,190,400,"7,5 ",226
1177,1177,1177,190,400,"7,5 ",226
1178,1178,1178,190,400,"7,7 ",222
1179,1179,1179,190,400,"7,7 ",222
1180,1180,1180,190,400,"7,6 ",230
1181,1181,1181,190,400,"7,4 ",226
1182,1182,1182,190,400,"7,6 ",228
1183,1183,1183,190,400,"7,6 ",222
1184,1184,1184,190,400,"7,7 ",230
1185,1185,1185,190,400,"7,5 ",226
1186,1186,1186,190,400,"7,7 ",222
1187,1187,1187,190,400,"7,6 ",230
1188,1188,1188,190,400,"7,4 ",226
1189,1189,1189,190,400,"7,6 ",228
1190,1190,1190,190,400,"7,6 ",222
1191,1191,1191,190,400,"7,7 ",230
1192,1192,1192,190,400,"7,5 ",226
1193,1193,1193,190,400,"7,5 ",226
1194,1194,1194,190,400,"7,7 ",222
1195,1195,1195,190,400,"7,7 ",222
1196,1196,1196,190,400,"7,6 ",230
1197,1197,1197,190,400,"7,4 ",226
1198,1198,1198,190,400,"7,6 ",228
1199,1199,1199,190,400,"7,6 ",222
1200,1200,1200,190,400,"7,7 ",230
1201,1201,1201,190,400,"7,5 ",226
1202,1202,1202,190,400,"7,7 ",222
1203,1203,1203,190,400,"7,6 ",230
1204,1204,1204,190,400,"7,4 ",226
1205,1205,1205,190,400,"7,6 ",228
1206,1206,1206,190,400,"7,6 ",222
1207,1207,1207,190,400,"7,7 ",230
1208,1208,1208,190,400,"7,5 ",226
1209,1209,1209,190,400,"7,5 ",226
1210,1210,1210,190,400,"7,7 ",222
1211,1211,1211,190,400,"7,7 ",222
1212,1212,1212,218,450,"6,9 ",238
1213,1213,1213,218,450,"6,7 ",238
1214,1214,1214,218,450,"6,9 ",238
1215,1215,1215,218,450,"6,7 ",238
1216,1216,1216,218,450,"6,9 ",238
1217,1217,1217,218,450,"6,7 ",238
1218,1218,1218,218,450,"6,9 ",238
1219,1219,1219,218,450,"6,7 ",238
1220,1220,1220,224,450,"6,7 ",240
1221,1221,1221,224,450,"6,3 ",240
1222,1222,1222,224,450,"6,7 ",240
1223,1223,1223,224,450,"6,3 ",240
1224,1224,1224,224,450,"6,7 ",240
1225,1225,1225,224,450,"6,3 ",240
1226,1226,1226,224,450,"6,7 ",240
1227,1227,1227,224,450,"6,3 ",240
1228,1228,1228,224,450,"6,7 ",240
1229,1229,1229,224,450,"6,3 ",240
1230,1230,1230,224,450,"6,7 ",240
1231,1231,1231,224,450,"6,3 ",240
1232,1232,1232,224,450,"6,7 ",240
1233,1233,1233,224,450,"6,3 ",240
1234,1234,1234,258,560,"5,6 ",250
1235,1235,1235,258,560,"5,4 ",250
1236,1236,1236,258,560,"5,6 ",250
1237,1237,1237,258,560,"5,4 ",250
1238,1238,1238,258,560,"5,6 ",250
1239,1239,1239,258,560,"5,4 ",250
1240,1240,1240,258,560,"5,6 ",250
1241,1241,1241,258,560,"5,4 ",250
1242,1242,1242,258,560,"5,6 ",250
1243,1243,1243,258,560,"5,4 ",250
1244,1244,1244,258,560,"5,6 ",250
1245,1245,1245,258,560,"5,4 ",250
1246,1246,1246,258,560,"5,6 ",250
1247,1247,1247,258,560,"5,4 ",250
1248,1248,1248,258,560,"5,6 ",250
1249,1249,1249,258,560,"5,4 ",250
1250,1250,1250,258,560,"5,6 ",250
1251,1251,1251,258,560,"5,4 ",250
1252,1252,1252,258,560,"5,6 ",250
1253,1253,1253,258,560,"5,4 ",250
1254,1254,1254,258,560,"5,6 ",250
1255,1255,1255,258,560,"5,4 ",250
1256,1256,1256,258,560,"5,6 ",250
1257,1257,1257,258,560,"5,4 ",250
1258,1258,1258,258,560,"5,6 ",250
1259,1259,1259,258,560,"5,4 ",250
1260,1260,1260,258,560,"5,6 ",250
1261,1261,1261,258,560,"5,4 ",250
1262,1262,1262,313,630,"4,9 ",250
1263,1263,1263,313,630,"4,9 ",250
1264,1264,1264,313,630,"4,9 ",250
1265,1265,1265,313,630,"4,9 ",250
1266,1266,1266,313,630,"4,9 ",250
1267,1267,1267,313,630,"4,9 ",250
1268,1268,1268,313,630,"4,9 ",250
1269,1269,1269,313,630,"4,9 ",250
1270,1270,1270,313,630,"4,9 ",250
1271,1271,1271,313,630,"4,9 ",250
1272,1272,1272,313,630,"4,9 ",250
1273,1273,1273,313,630,"4,9 ",250
1274,1274,1274,313,630,"4,9 ",250
1275,1275,1275,184,290,"8,0 ",230
1276,1276,1276,184,270,"8,1 ",229
1277,1277,1277,184,270,"8,1 ",229
1278,1278,1278,184,270,"8,1 ",229
1279,1279,1279,184,270,"8,1 ",227
1280,1280,1280,184,270,"8,4 ",224
1281,1281,1281,184,270,"8,4 ",224
1282,1282,1282,184,270,"8,4 ",224
1283,1283,1283,184,290,"8,0 ",230
1284,1284,1284,184,270,"8,1 ",229
1285,1285,1285,184,270,"8,1 ",229
1286,1286,1286,184,270,"8,1 ",229
1287,1287,1287,184,270,"8,1 ",227
1288,1288,1288,184,270,"8,4 ",224
1289,1289,1289,184,270,"8,4 ",224
1290,1290,1290,184,270,"8,4 ",224
1291,1291,1291,184,290,"8,0 ",230
1292,1292,1292,184,270,"8,1 ",229
1293,1293,1293,184,270,"8,1 ",229
1294,1294,1294,184,270,"8,1 ",229
1295,1295,1295,184,270,"8,1 ",227
1296,1296,1296,184,270,"8,4 ",224
1297,1297,1297,184,270,"8,4 ",224
1298,1298,1298,184,270,"8,4 ",224
1299,1299,1299,184,290,"8,0 ",230
1300,1300,1300,184,270,"8,1 ",229
1301,1301,1301,184,270,"8,1 ",229
1302,1302,1302,184,270,"8,1 ",229
1303,1303,1303,184,270,"8,1 ",227
1304,1304,1304,184,270,"8,4 ",224
1305,1305,1305,184,270,"8,4 ",224
1306,1306,1306,184,270,"8,4 ",224
1307,1307,1307,184,290,"8,0 ",230
1308,1308,1308,184,270,"8,1 ",229
1309,1309,1309,184,270,"8,1 ",229
1310,1310,1310,184,270,"8,1 ",229
1311,1311,1311,184,270,"8,1 ",227
1312,1312,1312,184,270,"8,4 ",224
1313,1313,1313,184,270,"8,4 ",224
1314,1314,1314,184,270,"8,4 ",224
1315,1315,1315,252,350,"6,1 ",250
1316,1316,1316,252,350,"6,1 ",250
1317,1317,1317,252,350,"6,1 ",250
1318,1318,1318,252,350,"6,2 ",250
1319,1319,1319,252,350,"6,2 ",250
1320,1320,1320,252,350,"6,2 ",250
1321,1321,1321,252,350,"6,1 ",250
1322,1322,1322,252,350,"6,1 ",250
1323,1323,1323,252,350,"6,1 ",250
1324,1324,1324,252,350,"6,2 ",250
1325,1325,1325,252,350,"6,2 ",250
1326,1326,1326,252,350,"6,2 ",250
1327,1327,1327,252,350,"6,1 ",250
1328,1328,1328,252,350,"6,1 ",250
1329,1329,1329,252,350,"6,1 ",250
1330,1330,1330,252,350,"6,2 ",250
1331,1331,1331,252,350,"6,2 ",250
1332,1332,1332,252,350,"6,2 ",250
1333,1333,1333,252,350,"6,1 ",250
1334,1334,1334,252,350,"6,1 ",250
1335,1335,1335,252,350,"6,1 ",250
1336,1336,1336,252,350,"6,2 ",250
1337,1337,1337,252,350,"6,2 ",250
1338,1338,1338,252,350,"6,2 ",250
1339,1339,1339,326,450,"5,1 ",250
1340,1340,1340,326,450,"5,0 ",250
1341,1341,1341,326,450,"5,1 ",250
1342,1342,1342,326,450,"5,1 ",250
1343,1343,1343,326,450,"5,1 ",250
1344,1344,1344,326,450,"5,0 ",250
1345,1345,1345,326,450,"5,0 ",250
1346,1346,1346,326,450,"5,0 ",250
1347,1347,1347,326,450,"5,1 ",250
1348,1348,1348,326,450,"5,1 ",250
1349,1349,1349,326,450,"5,1 ",250
1350,1350,1350,326,450,"5,0 ",250
1351,1351,1351,326,450,"5,0 ",250
1352,1352,1352,326,450,"5,0 ",250
1353,1353,1353,326,450,"5,1 ",250
1354,1354,1354,326,450,"5,1 ",250
1355,1355,1355,326,450,"5,1 ",250
1356,1356,1356,326,450,"5,0 ",250
1357,1357,1357,326,450,"5,0 ",250
1358,1358,1358,326,450,"5,0 ",250
1359,1359,1359,150,320,"9,3 ",210
1360,1360,1360,150,320,"9,2 ",210
1361,1361,1361,150,320,"9,4 ",210
1362,1362,1362,150,320,"9,4 ",210
1363,1363,1363,150,320,"9,4 ",210
1364,1364,1364,150,320,"9,3 ",210
1365,1365,1365,150,320,"9,3 ",210
1366,1366,1366,150,320,"9,3 ",210
1367,1367,1367,150,320,"9,3 ",210
1368,1368,1368,150,320,"9,2 ",210
1369,1369,1369,150,320,"9,4 ",210
1370,1370,1370,150,320,"9,4 ",210
1371,1371,1371,150,320,"9,4 ",210
1372,1372,1372,150,320,"9,3 ",210
1373,1373,1373,150,320,"9,3 ",210
1374,1374,1374,150,320,"9,3 ",210
1375,1375,1375,150,320,"9,3 ",210
1376,1376,1376,150,320,"9,2 ",210
1377,1377,1377,150,320,"9,4 ",210
1378,1378,1378,150,320,"9,4 ",210
1379,1379,1379,150,320,"9,4 ",210
1380,1380,1380,150,320,"9,3 ",210
1381,1381,1381,150,320,"9,3 ",210
1382,1382,1382,150,320,"9,3 ",210
1383,1383,1383,150,320,"9,3 ",210
1384,1384,1384,150,320,"9,2 ",210
1385,1385,1385,150,320,"9,4 ",210
1386,1386,1386,150,320,"9,4 ",210
1387,1387,1387,150,320,"9,4 ",210
1388,1388,1388,150,320,"9,3 ",210
1389,1389,1389,150,320,"9,3 ",210
1390,1390,1390,150,320,"9,3 ",210
1391,1391,1391,150,320,"9,3 ",210
1392,1392,1392,150,320,"9,2 ",210
1393,1393,1393,150,320,"9,4 ",210
1394,1394,1394,150,320,"9,4 ",210
1395,1395,1395,150,320,"9,4 ",210
1396,1396,1396,150,320,"9,3 ",210
1397,1397,1397,150,320,"9,3 ",210
1398,1398,1398,150,320,"9,3 ",210
1399,1399,1399,190,400,"7,8 ",230
1400,1400,1400,190,400,"7,7 ",226
1401,1401,1401,190,400,"7,8 ",230
1402,1402,1402,190,400,"7,7 ",225
1403,1403,1403,190,400,"7,9 ",230
1404,1404,1404,190,400,"7,9 ",230
